회사명,종목명,시가총액,시가총액순위,상장주식수,액면가,매매단위,주총일,전자투표전자투표,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견,목표주가,52주최고,52주최저,PER(WISEfn),EPS(WISEfn),PER(KRX),EPS(KRX),추정PER,EPS,PBR(WISEfn),BPS(WISEfn),배당수익률,동일업종 PER,동일업종 등락률,업종PER비율
start,18/01/01_20:35:16
weekday,Monday
회사명,종목코드
티비에이치글로벌,084870,"1,639",513,"20,856,819",500,1,2017.03.30,도입,"20,856,819","1,842,157",8.83%,3.83,"11,720","11,850","7,420",-56.55,-139,N/A,N/A,10.00,798,0.79,"9,942",N/A,18.19,+0.49%,-310.89%
하나금융지주,086790,"14조
										
											7,410",25,"296,003,062","5,000",1,2017.03.17,미도입,"296,003,062","219,081,192",74.01%,4.00,"61,572","52,100","30,800",11.08,"4,495",11.26,"4,421",8.00,"6,506",0.66,"75,971",2.11,9.37,-0.12%,118.25%
제일연마,001560,590,792,"10,000,000",500,1,2017.03.24,미도입,"10,000,000","403,207",4.03%,N/A,N/A,"6,450","5,340",12.66,466,9.49,622,N/A,N/A,0.63,"9,370",2.71,15.74,+1.20%,80.43%
현대리바트,079430,"6,571",242,"20,535,282","1,000",1,2017.11.03,미도입,"20,535,282","1,859,998",9.06%,N/A,N/A,"33,300","21,200",16.66,"1,921",16.25,"1,969",N/A,N/A,1.94,"16,473",0.25,29.36,+0.21%,56.74%
대한제강,084010,"2,334",427,"24,646,734","1,000",1,2017.03.24,도입,"24,646,734","4,608,558",18.70%,4.00,"13,267","14,750","9,140",5.84,"1,622",5.37,"1,765",6.00,"1,678",0.49,"19,488",3.48,16.18,+0.03%,36.09%
새론오토모티브,075180,"1,440",556,"19,200,000",500,1,2017.03.24,미도입,"19,200,000","13,413,317",69.86%,N/A,N/A,"8,350","6,970",6.38,"1,175",6.38,"1,175",N/A,N/A,0.67,"11,153",2.53,9.58,-0.21%,66.60%
KPX그린케미칼,083420,865,708,"20,000,000",500,1,2017.03.16,미도입,"20,000,000","423,083",2.12%,N/A,N/A,"5,200","4,105",30.03,144,30.03,144,N/A,N/A,0.75,"5,775",3.70,14.05,+2.07%,213.74%
동북아12호선박투자,083370,79,"1,585,660",2017.03.22,미도입,"5,820","4,205",exception
동북아13호선박투자,083380,79,"1,585,660",2017.03.22,미도입,"5,900","4,305",exception
대상홀딩스,084690,"3,603",337,"36,212,538","1,000",1,2017.03.24,미도입,"36,212,538","1,902,456",5.25%,N/A,N/A,"12,650","8,830",12.86,774,12.87,773,N/A,N/A,0.74,"13,368",1.71,16.14,+0.24%,79.68%
코아스,071950,343,904,"30,907,210",500,1,2017.03.24,미도입,"30,907,210","311,413",1.01%,N/A,N/A,"1,930","1,040",-4.44,-250,N/A,N/A,N/A,N/A,1.39,797,N/A,29.36,+0.21%,-15.12%
이월드,084680,"1,570",529,"90,509,897","1,000",1,2017.03.24,미도입,"90,509,897","13,525,256",14.94%,N/A,N/A,"2,630","1,655",75.43,23,75.43,23,N/A,N/A,1.23,"1,415",N/A,26.13,+1.04%,288.67%
동양고속,084670,871,705,"2,592,000","5,000",1,2017.03.24,미도입,"2,592,000","56,070",2.16%,N/A,N/A,"44,700","31,950",13.80,"2,434",13.52,"2,485",N/A,N/A,0.73,"45,959",0.55,21.26,-0.18%,64.91%
한미반도체,042700,"7,534",226,"63,582,100",200,1,2017.03.10,미도입,"63,582,100","5,342,857",8.40%,N/A,N/A,"18,700","7,250",23.94,495,20.40,581,N/A,N/A,3.06,"3,875",1.69,15.53,+3.04%,154.15%
동일산업,004890,"1,635",514,"2,425,215","5,000",1,2017.03.24,미도입,"2,425,215","153,823",6.34%,N/A,N/A,"86,600","60,600",12.17,"5,539",11.20,"6,017",N/A,N/A,0.46,"146,240",1.78,16.18,+0.03%,75.22%
삼호개발,010960,"1,142",628,"25,000,000",500,1,2017.03.24,미도입,"25,000,000","5,070,853",20.28%,N/A,N/A,"5,580","3,285",7.12,642,6.78,674,N/A,N/A,0.77,"5,898",2.85,22.29,+1.79%,31.94%
금호타이어,073240,"6,991",233,"157,993,158","5,000",1,2017.12.01,미도입,"157,993,158","6,845,379",4.33%,3.40,"7,500","9,450","3,385",-19.41,-228,N/A,N/A,-14.00,-321,0.63,"6,976",N/A,9.58,-0.21%,-202.61%
CJ CGV,079160,"1조
										
											5,702",146,"21,161,313",500,1,2017.03.24,미도입,"21,161,313","3,442,439",16.27%,4.00,"89,833","88,600","59,200",127.27,583,127.27,583,70.00,"1,056",4.20,"17,654",0.47,58.99,+0.71%,215.75%
일진다이아,081000,"2,312",430,"11,277,975","1,000",1,2017.03.24,도입,"11,277,975","132,993",1.18%,N/A,N/A,"27,900","7,500",49.64,413,49.64,413,N/A,N/A,2.72,"7,523",0.49,15.74,+1.20%,315.37%
유니드,014830,"4,138",308,"8,889,843","5,000",1,2017.03.24,미도입,"8,889,843","642,440",7.23%,N/A,N/A,"52,500","40,600",8.30,"5,609",8.30,"5,609",N/A,N/A,0.66,"70,621",2.36,14.05,+2.07%,59.07%
상신브레이크,041650,"1,632",515,"21,471,450",500,1,2017.03.24,미도입,"21,471,450","726,420",3.38%,N/A,N/A,"8,900","6,290",8.39,906,7.56,"1,005",N/A,N/A,0.97,"7,822",2.11,9.58,-0.21%,87.58%
사조해표,079660,784,726,"7,160,000","5,000",1,2017.03.24,미도입,"7,160,000","114,621",1.60%,N/A,N/A,"15,300","10,000",66.36,165,66.36,165,N/A,N/A,0.59,"18,704",N/A,16.14,+0.24%,411.15%
인팩,023810,454,843,"10,000,000",500,1,2017.03.24,도입,"10,000,000","1,422,457",14.22%,N/A,N/A,"7,130","4,400",4.87,933,4.87,933,N/A,N/A,0.42,"10,724",3.30,9.58,-0.21%,50.84%
GS,078930,"5조
										
											7,793",53,"92,915,378","5,000",1,2017.03.24,미도입,"92,915,378","18,663,486",20.09%,4.00,"87,222","77,600","50,100",7.31,"8,508",7.31,"8,509",6.00,"10,785",0.85,"73,559",2.57,11.01,+0.39%,66.39%
유니퀘스트,077500,"2,613",399,"27,049,809",500,1,2017.03.31,도입,"27,049,809","15,099,747",55.82%,N/A,N/A,"9,690","5,850",60.38,160,59.63,162,N/A,N/A,1.43,"6,747",0.83,15.53,+3.04%,388.80%
동아에스텍,058730,"1,012",664,"15,400,000",500,1,2017.03.24,미도입,"15,400,000","165,513",1.07%,N/A,N/A,"8,480","5,680",7.80,842,7.59,866,N/A,N/A,0.96,"6,874",3.04,11.94,+0.43%,65.33%
LG디스플레이,034220,"10조
										
											6,987",32,"357,815,700","5,000",1,2017.03.23,미도입,"357,815,700","88,984,183",24.87%,3.75,"38,842","39,600","27,050",11.80,"2,534",11.80,"2,534",5.00,"5,629",0.83,"36,209",1.67,13.00,+0.48%,90.77%
텔코웨어,078000,"1,169",622,"9,702,706",500,1,2017.03.24,미도입,"9,702,706","199,633",2.06%,N/A,N/A,"13,400","10,650",25.97,464,15.06,800,N/A,N/A,0.64,"18,710",4.15,56.97,+0.36%,45.59%
STX엔진,077970,"2,105",453,"23,008,904","2,500",1,2017.03.30,미도입,"23,008,904",0,0.00%,N/A,N/A,"20,850","6,320",-9.05,"-1,011",N/A,N/A,N/A,N/A,2.36,"3,880",N/A,-4.78,+3.08%,189.33%
NICE,034310,"5,550",265,"37,882,300",500,1,2017.03.24,미도입,"37,882,300","3,109,651",8.21%,N/A,N/A,"19,600","13,800",10.62,"1,379",9.95,"1,473",N/A,N/A,1.02,"14,397",0.89,16.34,+0.73%,64.99%
대교,019680,"6,946",235,"84,702,850",500,1,2017.03.17,미도입,"84,702,850","9,216,951",10.88%,4.00,"11,233","8,710","7,890",20.05,409,17.37,472,18.00,466,1.13,"7,266",2.93,24.85,+0.64%,80.68%
기업은행,024110,"9조
										
											2,117",37,"559,978,815","5,000",1,2017.03.31,미도입,"559,978,815","114,199,366",20.39%,3.94,"19,506","17,350","11,900",9.34,"1,762",9.99,"1,647",7.00,"2,277",0.60,"27,282",2.92,9.37,-0.12%,99.68%
이엔쓰리,074610,"1,368",567,"21,886,139",500,1,2017.12.26,도입,"21,886,139","646,028",2.95%,N/A,N/A,"7,500","2,465",50.00,125,50.00,125,N/A,N/A,7.91,790,N/A,-77.50,+0.40%,-64.52%
한솔홈데코,025750,"1,144",626,"80,565,149","1,000",1,2017.03.24,도입,"80,565,149","4,104,342",5.09%,N/A,N/A,"1,765","1,335",14.49,98,14.49,98,N/A,N/A,0.77,"1,846",N/A,16.18,+1.10%,89.56%
이수페타시스,007660,"1,744",487,"41,268,398","1,000",1,2017.03.24,미도입,"41,268,398","1,306,669",3.17%,N/A,N/A,"5,490","4,030",46.94,90,45.43,93,N/A,N/A,0.85,"4,970",2.37,148.01,+0.92%,31.71%
강원랜드,035250,"7조
										
											4,451",42,"213,940,500",500,1,2017.12.21,미도입,"213,940,500","61,340,918",28.67%,3.78,"41,778","39,550","32,150",16.38,"2,125",15.52,"2,242",18.00,"1,981",2.17,"16,043",2.85,26.13,+1.04%,62.69%
YG PLUS,037270,"1,163",624,"58,170,704",500,1,2017.03.17,도입,"58,170,704","373,619",0.64%,N/A,N/A,"2,915","1,695",-28.17,-71,N/A,N/A,N/A,N/A,1.14,"1,749",N/A,58.99,+0.71%,-47.75%
농심홀딩스,072710,"5,310",272,"4,637,790","5,000",1,2017.03.24,미도입,"4,637,790","238,671",5.15%,N/A,N/A,"135,500","99,300",6.69,"17,111",6.69,"17,111",N/A,N/A,0.63,"181,174",1.75,16.14,+0.24%,41.45%
한국금융지주,071050,"3조
										
											8,451",74,"55,725,992","5,000",1,2017.03.24,미도입,"55,725,992","20,596,297",36.96%,4.10,"86,300","75,200","41,150",15.19,"4,542",14.42,"4,784",9.00,"7,960",1.19,"57,842",1.16,19.03,+1.05%,79.82%
유엔젤,072130,580,797,"13,195,454",500,1,2017.03.31,도입,"13,195,454","51,152",0.39%,N/A,N/A,"6,600","3,530",-13.52,-325,N/A,N/A,N/A,N/A,1.08,"4,066",2.28,48.83,-1.08%,-27.69%
SBS,034120,"4,718",289,"18,252,582","5,000",1,2017.03.24,미도입,0,0,0.00%,3.60,"30,000","30,050","22,900",-891.38,-29,N/A,N/A,24.00,"1,096",0.85,"30,565",2.90,58.99,+0.71%,-1511.07%
엔씨소프트,036570,"9조
										
											8,177",34,"21,939,022",500,1,2017.03.24,미도입,"21,939,022","9,753,117",44.46%,4.04,"581,958","495,500","241,000",36.04,"12,416",35.01,"12,783",20.00,"22,625",5.04,"88,772",0.85,53.31,-0.28%,67.60%
하이스틸,071090,448,847,"1,999,944","5,000",1,2017.03.10,도입,"1,999,944","5,505",0.28%,N/A,N/A,"27,250","19,350",11.49,"1,949",11.49,"1,950",N/A,N/A,0.36,"62,999",0.67,16.18,+0.03%,71.01%
DSR제강,069730,755,742,"14,400,000",500,1,2017.03.24,도입,"14,400,000","226,683",1.57%,N/A,N/A,"21,000","4,125",8.69,603,8.69,603,N/A,N/A,0.60,"8,780",0.76,16.18,+0.03%,53.71%
태경화학,006890,530,820,"11,600,000",500,1,2017.03.31,미도입,"11,600,000","40,516",0.35%,N/A,N/A,"6,250","4,395",13.88,329,13.88,329,N/A,N/A,0.55,"8,244",3.29,14.05,+2.07%,98.79%
한농화성,011500,653,766,"15,637,042",500,1,2017.03.24,미도입,"15,637,042","1,738,631",11.12%,N/A,N/A,"6,730","3,670",7.44,561,7.29,573,N/A,N/A,0.63,"6,637",2.63,14.05,+2.07%,52.95%
현대백화점,069960,"2조
										
											4,456",103,"23,402,441","5,000",1,2017.03.24,미도입,"23,402,441","5,934,253",25.36%,3.75,"120,750","120,000","85,500",8.87,"11,784",8.64,"12,101",8.00,"12,375",0.64,"162,716",0.67,14.78,+0.97%,60.01%
대호에이엘,069460,315,916,"27,134,839",500,1,2017.03.24,도입,"27,134,839","266,005",0.98%,N/A,N/A,"1,780","1,105",-14.15,-82,N/A,N/A,N/A,N/A,1.38,839,N/A,15.74,+1.20%,-89.90%
대웅제약,069620,"1조
										
											9,060",118,"11,586,575","2,500",1,2017.03.24,도입,"11,586,575","745,899",6.44%,3.93,"161,429","178,000","66,400",70.66,"2,328",62.95,"2,613",50.00,"3,270",3.40,"48,396",0.37,65.05,+0.91%,108.62%
마니커,027740,755,741,"116,725,477",500,1,2017.03.31,미도입,"116,725,477","859,501",0.74%,N/A,N/A,949,593,80.88,8,71.89,9,N/A,N/A,0.85,762,N/A,16.14,+0.24%,501.12%
S&T홀딩스,036530,"2,493",410,"15,830,105",500,1,2017.02.28,미도입,"15,830,105","1,424,073",9.00%,N/A,N/A,"18,400","14,350",93.20,169,93.20,169,N/A,N/A,0.43,"36,332",2.16,9.58,-0.21%,972.86%
휴켐스,069260,"1조
										
											36",186,"40,878,588","1,000",1,2017.03.24,미도입,"40,878,588","5,173,618",12.66%,4.00,"29,833","27,250","20,100",23.27,"1,055",21.96,"1,118",8.00,"2,913",1.92,"12,782",2.04,14.05,+2.07%,165.62%
세종공업,033530,"1,520",541,"20,054,430",500,1,2017.03.24,도입,"20,054,430","897,207",4.47%,N/A,N/A,"11,350","6,490",10.53,720,10.30,736,N/A,N/A,0.37,"20,355",2.64,9.58,-0.21%,109.92%
포스코강판,058430,"1,710",495,"6,000,000","5,000",1,2017.03.13,미도입,"6,000,000","376,706",6.28%,N/A,N/A,"44,800","27,050",5.50,"5,186",5.50,"5,186",N/A,N/A,0.84,"34,051",3.51,15.74,+1.20%,34.94%
삼성출판사,068290,"1,195",617,"10,000,000",500,1,2017.03.24,도입,"10,000,000","94,391",0.94%,N/A,N/A,"13,000","8,790",21.34,560,21.34,560,N/A,N/A,1.42,"8,443",0.92,21.08,+0.56%,101.23%
세이브존I&C,067830,"2,019",459,"41,040,895","1,000",1,2017.03.24,미도입,"41,040,895","1,551,298",3.78%,N/A,N/A,"5,370","4,700",7.45,660,6.86,717,N/A,N/A,0.51,"9,598",0.61,14.78,+0.97%,50.41%
교보증권,030610,"3,265",360,"36,000,000","5,000",1,2017.03.24,도입,"36,000,000","4,278,346",11.88%,N/A,N/A,"11,950","7,940",5.24,"1,731",5.05,"1,796",N/A,N/A,0.42,"21,497",1.87,19.03,+1.05%,27.54%
한샘,009240,"4조
										
											2,361",66,"23,533,928","1,000",1,2017.03.17,미도입,"23,533,928","7,089,465",30.12%,4.00,"223,750","237,500","146,500",33.22,"5,419",25.52,"7,054",33.00,"5,410",6.01,"29,947",0.61,29.36,+0.21%,113.15%
신세계건설,034300,"1,050",654,"4,000,000","5,000",1,2017.03.10,미도입,"4,000,000","94,745",2.37%,N/A,N/A,"44,600","25,950",2.78,"9,450",2.78,"9,450",N/A,N/A,0.82,"31,991",1.90,22.29,+1.79%,12.47%
우신시스템,017370,"1,522",539,"18,314,054",500,1,2017.03.24,미도입,"18,314,054","1,332,053",7.27%,N/A,N/A,"10,150","3,695",15.16,548,14.21,585,N/A,N/A,1.16,"7,140",0.36,9.58,-0.21%,158.25%
LG전자,066570,"17조
										
											3,467",20,"163,647,814","5,000",1,2017.03.17,미도입,"163,647,814","55,152,604",33.70%,3.95,"112,100","107,000","51,200",249.41,425,251.18,422,11.00,"10,051",1.59,"66,571",0.38,213.80,-0.80%,116.66%
한국콜마홀딩스,024720,"6,834",240,"16,748,936",500,1,2017.03.24,미도입,"16,748,936","3,104,017",18.53%,N/A,N/A,"49,950","23,150",18.65,"2,188",18.54,"2,201",N/A,N/A,2.69,"15,180",0.38,29.66,+1.26%,62.88%
S&T모티브,064960,"6,851",239,"14,623,136","5,000",1,2017.02.28,미도입,"14,623,136","1,986,865",13.59%,4.00,"60,573","56,900","42,800",20.41,"2,295",20.23,"2,316",9.00,"5,163",1.01,"46,542",2.13,9.58,-0.21%,213.05%
광주신세계,037710,"3,672",330,"1,600,000","5,000",1,2017.03.10,미도입,"1,600,000","210,364",13.15%,N/A,N/A,"269,000","220,000",8.06,"28,471",8.06,"28,471",N/A,N/A,0.69,"333,931",0.55,14.78,+0.97%,54.53%
일진디스플,020760,"2,180",442,"28,314,440",500,1,2017.03.24,도입,"28,314,440","1,414,740",5.00%,N/A,N/A,"12,400","4,900",-3.27,"-2,355",N/A,N/A,N/A,N/A,3.41,"2,259",N/A,13.00,+0.48%,-25.15%
필룩스,033180,991,670,"31,021,979",500,1,2018.02.23,미도입,"31,021,979","600,678",1.94%,N/A,N/A,"5,410","2,500",15.14,211,15.14,211,N/A,N/A,1.12,"2,853",2.36,49.90,+2.95%,30.34%
종근당바이오,063160,"1,116",637,"5,229,489","2,500",1,2017.03.17,도입,"5,229,489","394,818",7.55%,N/A,N/A,"24,350","19,650",11.83,"1,804",11.61,"1,839",N/A,N/A,0.81,"26,351",1.87,65.05,+0.91%,18.19%
신한지주,055550,"23조
										
											4,255",14,"474,199,587","5,000",1,2017.03.23,미도입,"474,199,587","326,425,163",68.84%,4.00,"62,972","55,500","44,550",8.50,"5,810",8.61,"5,736",7.00,"6,995",0.75,"65,605",2.93,9.37,-0.12%,90.72%
코웨이,021240,"7조
										
											3,097",44,"74,818,121",500,1,2017.03.28,미도입,"74,818,121","43,912,885",58.69%,3.75,"120,571","112,500","84,800",30.85,"3,167",29.79,"3,280",21.00,"4,665",6.05,"16,136",3.28,28.95,+1.81%,106.56%
세아홀딩스,058650,"6,080",256,"4,000,000","5,000",1,2017.03.24,미도입,"4,000,000","50,044",1.25%,N/A,N/A,"174,500","124,000",6.75,"22,514",6.75,"22,519",N/A,N/A,0.35,"429,719",1.15,16.18,+0.03%,41.72%
LG생활건강,051900,"18조
										
											5,700",18,"15,618,197","5,000",1,2017.03.17,미도입,"15,618,197","7,132,435",45.67%,3.70,"1,316,087","1,290,000","774,000",37.08,"32,070",35.07,"33,905",32.00,"36,844",7.87,"151,131",0.63,29.66,+1.26%,125.02%
LG화학,051910,"28조
										
											5,899",7,"70,592,343","5,000",1,2017.03.17,미도입,"70,592,343","28,513,183",40.39%,3.85,"471,211","426,000","247,500",23.36,"17,336",23.25,"17,417",15.00,"27,014",2.10,"192,955",1.24,14.05,+2.07%,166.26%
대우건설,047040,"2조
										
											4,605",102,"415,622,638","5,000",1,2017.03.28,미도입,"415,622,638","49,173,320",11.83%,3.88,"9,380","8,320","5,060",-3.34,"-1,770",N/A,N/A,5.00,"1,271",1.20,"4,944",N/A,22.29,+1.79%,-14.98%
포스코대우,047050,"2조
										
											2,393",109,"123,375,149","5,000",1,2017.03.13,도입,"123,375,149","11,382,150",9.23%,4.17,"26,500","28,850","17,550",18.58,977,18.58,977,12.00,"1,560",0.82,"22,093",2.76,-16.50,+0.98%,-112.61%
대우조선해양,042660,"1조
										
											4,599",153,"105,028,809","5,000",1,2017.05.17,미도입,"105,028,809","3,447,715",3.28%,3.75,"21,833","24,650","13,800",-0.11,"-126,098",N/A,N/A,1.00,"19,395",0.89,"15,663",13.84,-4.78,+3.08%,2.30%
두산인프라코어,042670,"1조
										
											8,075",126,"207,997,563","5,000",1,2017.03.31,도입,"207,997,563","22,832,956",10.98%,3.94,"11,944","10,250","7,710",28.49,305,40.61,214,9.00,989,0.87,"9,932",N/A,-77.50,+0.40%,-36.76%
진양화학,051630,274,957,"12,000,000",500,1,2017.03.15,미도입,"12,000,000","47,553",0.40%,N/A,N/A,"3,840","2,110",20.96,109,20.96,109,N/A,N/A,0.90,"2,549",3.28,14.05,+2.07%,149.18%
동원F&B,049770,"9,030",203,"3,859,124","5,000",1,2017.03.24,미도입,"3,859,124","170,438",4.42%,4.00,"262,857","274,000","175,500",16.83,"13,901",16.83,"13,901",18.00,"12,833",1.61,"145,215",1.07,16.14,+0.24%,104.28%
두산중공업,034020,"1조
										
											6,342",140,"106,462,462","5,000",1,2017.03.31,도입,"106,462,462","7,821,734",7.35%,3.64,"21,308","30,600","15,350",-10.73,"-1,431",N/A,N/A,-31.00,-488,0.53,"29,119",3.58,-77.50,+0.40%,13.85%
한국내화,010040,689,758,"22,863,632",500,1,2017.03.24,미도입,"22,863,632","125,469",0.55%,N/A,N/A,"3,680","2,915",12.01,251,11.17,270,N/A,N/A,0.59,"5,080",0.83,15.74,+1.20%,76.30%
한세예스24홀딩스,016450,"4,300",300,"40,000,000",500,1,2017.03.24,미도입,"40,000,000","1,215,336",3.04%,N/A,N/A,"12,650","7,890",27.71,388,27.63,389,N/A,N/A,1.62,"6,636",1.49,18.19,+0.49%,152.34%
대성홀딩스,016710,"1,278",593,"16,089,459","1,000",1,2017.03.24,미도입,"16,089,459","548,398",3.41%,N/A,N/A,"12,050","7,860",8.99,883,8.99,883,N/A,N/A,0.33,"24,082",3.15,-22.27,+1.04%,-40.37%
대원제약,003220,"3,877",320,"18,203,175",500,1,2017.03.24,미도입,"18,203,175","4,144,620",22.77%,4.00,"25,478","23,700","17,500",19.15,"1,112",18.92,"1,126",23.00,910,2.36,"9,012",1.19,65.05,+0.91%,29.44%
한국가스공사,036460,"3조
										
											9,279",72,"92,313,000","5,000",1,2017.12.28,미도입,"27,693,901","9,136,706",32.99%,3.93,"56,857","54,400","40,450",-5.83,"-7,302",N/A,N/A,-7.00,"-6,515",0.40,"105,820",0.40,-22.27,+1.04%,26.18%
미래아이앤지,007120,560,807,"103,587,319",500,1,2017.06.02,미도입,"103,587,319","409,336",0.40%,N/A,N/A,"1,590",452,-16.39,-33,N/A,N/A,N/A,N/A,0.84,643,N/A,32.17,+1.49%,-50.95%
화천기공,000850,"1,223",611,"2,200,000","5,000",1,2017.03.24,미도입,"2,200,000","351,932",16.00%,N/A,N/A,"61,200","48,850",17.10,"3,251",17.10,"3,251",N/A,N/A,0.45,"123,374",2.25,-77.50,+0.40%,-22.06%
팜스코,036580,"4,260",302,"36,727,943",500,1,2017.03.24,미도입,"36,727,943","1,932,591",5.26%,N/A,N/A,"14,250","10,750",15.96,727,15.65,741,N/A,N/A,1.44,"8,068",0.86,16.14,+0.24%,98.88%
케이티앤지,033780,"15조
										
											8,573",22,"137,292,497","5,000",1,2017.03.17,미도입,"137,292,497","72,928,803",53.12%,4.00,"140,000","126,500","94,900",12.88,"8,968",11.84,"9,759",14.00,"7,982",2.07,"55,801",3.12,12.88,+0.43%,100.00%
현대중공업,009540,"5조
										
											6,949",54,"56,665,426","5,000",1,2017.03.24,미도입,"56,665,426","11,316,482",19.97%,3.78,"185,167","187,500","96,200",14.01,"7,173",12.95,"7,758",2.00,"42,278",0.42,"242,039",N/A,-4.78,+3.08%,-293.10%
디씨엠,024090,"1,445",555,"11,700,000",500,1,2017.03.24,미도입,"11,700,000","184,744",1.58%,N/A,N/A,"14,500","11,850",7.39,"1,672",6.13,"2,014",N/A,N/A,0.80,"15,512",3.24,15.74,+1.20%,46.95%
AK홀딩스,006840,"9,075",202,"13,247,561","5,000",1,2017.03.24,미도입,"13,247,561","1,496,166",11.29%,N/A,N/A,"75,800","50,200",12.60,"5,436",12.26,"5,585",N/A,N/A,1.42,"48,112",0.80,14.05,+2.07%,89.68%
대한유화,006650,"1조
										
											7,128",134,"6,500,000","5,000",1,2017.03.10,미도입,"6,500,000","556,505",8.56%,4.00,"351,538","299,500","230,500",6.29,"41,867",5.98,"44,062",8.00,"34,284",1.27,"208,231",1.52,14.05,+2.07%,44.77%
백산,035150,"1,679",504,"24,200,000",500,1,2017.03.24,미도입,"24,200,000","1,048,992",4.33%,4.00,"12,500","10,200","6,520",7.69,903,7.53,922,8.00,895,1.34,"5,169",1.30,18.19,+0.49%,42.28%
지투알,035000,"1,706",498,"16,567,409","1,000",1,2017.03.17,미도입,"16,567,409","5,280,492",31.87%,N/A,N/A,"11,700","7,790",11.42,902,11.17,922,N/A,N/A,1.14,"9,013",2.43,25.81,+1.29%,44.25%
체시스,033250,237,1002,"24,000,000",500,1,2017.09.28,미도입,"24,000,000","137,611",0.57%,N/A,N/A,"1,885",913,-5.68,-174,N/A,N/A,N/A,N/A,0.81,"1,227",N/A,9.58,-0.21%,-59.29%
자화전자,033240,"4,770",287,"17,900,000",500,1,2017.03.24,도입,"17,900,000","3,037,931",16.97%,N/A,N/A,"29,600","15,700",32.98,808,30.39,877,N/A,N/A,1.63,"16,325",1.50,148.01,+0.92%,22.28%
케이티,030200,"7조
										
											8,986",38,"261,111,808","5,000",1,2017.03.24,미도입,"127,944,788","127,944,788",100.00%,3.89,"38,317","35,550","28,650",11.11,"2,723",10.42,"2,904",11.00,"2,848",0.65,"46,707",2.64,12.04,-0.62%,92.28%
하이트론씨스템즈,019490,230,1014,"5,530,735","2,500",1,2017.03.24,도입,"5,530,735","46,072",0.83%,N/A,N/A,"6,520","3,830",7.62,545,6.35,654,N/A,N/A,0.44,"9,421",N/A,-210.38,+1.43%,-3.62%
제일기획,030000,"2조
										
											4,389",104,"115,041,225",200,1,2017.03.24,미도입,"115,041,225","38,233,687",33.23%,4.00,"25,192","22,200","15,650",27.64,767,24.34,871,18.00,"1,198",2.81,"7,534",1.41,25.81,+1.29%,107.09%
디피씨,026890,"1,600",524,"41,678,175",500,1,2017.03.24,도입,"41,678,175","996,708",2.39%,N/A,N/A,"4,755","3,355",11.82,325,10.55,364,N/A,N/A,1.07,"3,600",1.82,49.90,+2.95%,23.69%
케이씨,029460,"3,348",354,"13,554,044",500,1,2017.09.29,도입,"13,554,044","1,732,321",12.78%,N/A,N/A,"27,550","12,850",17.20,"1,436",12.61,"1,959",N/A,N/A,2.45,"10,086",0.61,15.53,+3.04%,110.75%
대원화성,024890,"1,062",649,"41,249,152",500,1,2017.03.24,미도입,"41,249,152","821,724",1.99%,N/A,N/A,"3,195","2,225",14.71,175,14.63,176,N/A,N/A,1.49,"1,730",N/A,18.19,+0.49%,80.87%
E1,017940,"3,903",318,"6,860,000","5,000",1,2017.03.24,미도입,"6,860,000","333,613",4.86%,N/A,N/A,"66,800","53,900",-14.71,"-3,869",N/A,N/A,N/A,N/A,0.30,"191,790",3.52,-22.27,+1.04%,66.05%
SK가스,018670,"8,447",209,"8,967,396","5,000",1,2017.03.24,미도입,"8,967,396","919,113",10.25%,4.00,"137,146","135,500","90,200",5.01,"18,815",4.83,"19,496",5.00,"18,500",0.59,"158,401",2.71,-22.27,+1.04%,-22.50%
다우기술,023590,"8,637",207,"44,866,617",500,1,2017.03.24,도입,"44,866,617","10,917,864",24.33%,N/A,N/A,"23,650","16,600",8.86,"2,173",8.54,"2,254",N/A,N/A,0.89,"21,517",1.30,32.17,+1.49%,27.54%
영보화학,014440,974,675,"20,000,000",500,1,2017.03.24,도입,"20,000,000","10,449,537",52.25%,N/A,N/A,"7,010","4,375",8.94,545,8.71,559,N/A,N/A,0.84,"5,802",2.05,14.05,+2.07%,63.63%
SKC,011790,"1조
										
											7,641",129,"37,534,555","5,000",1,2017.03.24,미도입,"37,534,555","4,851,954",12.93%,3.89,"50,000","45,900","28,250",40.87,"1,150",40.45,"1,162",12.00,"3,764",1.20,"39,069",1.60,14.05,+2.07%,290.89%
와이비로드,010600,546,810,"15,249,884",500,1,2017.11.15,도입,"15,249,884","371,400",2.44%,N/A,N/A,"4,750","1,750",-22.24,-161,N/A,N/A,N/A,N/A,1.62,"2,207",N/A,18.19,+0.49%,-122.26%
한국주강,025890,256,981,"11,309,259",500,1,2017.03.24,미도입,"11,309,259","36,282",0.32%,N/A,N/A,"3,630","2,180",-7.04,-321,N/A,N/A,N/A,N/A,0.40,"5,626",N/A,-77.50,+0.40%,9.08%
덕양산업,024900,459,841,"32,564,980",500,1,2017.03.24,미도입,"32,564,980","391,135",1.20%,N/A,N/A,"2,335","1,310",-14.54,-97,N/A,N/A,N/A,N/A,0.81,"1,734",1.42,9.58,-0.21%,-151.77%
